[2026-01-22 00:56:21,213][INFO] copytrade 启动 | poll_interval=60.0s
[2026-01-22 02:46:01,647][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769067876000
[2026-01-22 02:46:01,647][INFO] no token updates, total=14
[2026-01-22 02:47:01,955][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=2 normalized=1 since_ms=1769067876000
[2026-01-22 02:47:02,261][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 02:47:02,551][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769067970000
[2026-01-22 02:47:02,552][INFO] tokens output updated: /home/trader/polymarket_api/POLYMARKET_MAKER_copytrade_v2/copytrade/tokens_from_copytrade.json (total=15)
[2026-01-22 02:48:02,881][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769067970000
[2026-01-22 02:48:03,203][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 02:48:03,513][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769067970000
[2026-01-22 02:48:03,513][INFO] no token updates, total=15
[2026-01-22 02:49:03,831][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769067970000
[2026-01-22 02:49:04,130][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 02:49:04,460][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769067970000
[2026-01-22 02:49:04,460][INFO] no token updates, total=15
[2026-01-22 02:50:04,763][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=3 normalized=1 since_ms=1769067970000
[2026-01-22 02:50:05,052][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 02:50:05,355][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=2 normalized=0 since_ms=1769068148000
[2026-01-22 02:50:05,356][INFO] tokens output updated: /home/trader/polymarket_api/POLYMARKET_MAKER_copytrade_v2/copytrade/tokens_from_copytrade.json (total=15)
[2026-01-22 02:51:05,657][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=2 normalized=0 since_ms=1769068148000
[2026-01-22 02:51:05,966][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 02:51:06,210][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=2 normalized=0 since_ms=1769068148000
[2026-01-22 02:51:06,210][INFO] no token updates, total=15
[2026-01-22 02:52:06,516][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=3 normalized=1 since_ms=1769068148000
[2026-01-22 02:52:06,811][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 02:52:07,105][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769068282000
[2026-01-22 02:52:07,106][INFO] tokens output updated: /home/trader/polymarket_api/POLYMARKET_MAKER_copytrade_v2/copytrade/tokens_from_copytrade.json (total=16)
[2026-01-22 02:53:07,394][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769068282000
[2026-01-22 02:53:07,701][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 02:53:07,976][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769068282000
[2026-01-22 02:53:07,976][INFO] no token updates, total=16
[2026-01-22 02:54:08,304][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769068282000
[2026-01-22 02:54:08,603][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 02:54:08,927][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769068282000
[2026-01-22 02:54:08,927][INFO] no token updates, total=16
[2026-01-22 02:55:09,215][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769068282000
[2026-01-22 02:55:09,519][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 02:55:09,824][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769068282000
[2026-01-22 02:55:09,824][INFO] no token updates, total=16
[2026-01-22 02:56:10,121][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769068282000
[2026-01-22 02:56:10,443][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 02:56:10,788][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769068282000
[2026-01-22 02:56:10,788][INFO] no token updates, total=16
[2026-01-22 02:57:11,085][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769068282000
[2026-01-22 02:57:11,386][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 02:57:11,711][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769068282000
[2026-01-22 02:57:11,712][INFO] no token updates, total=16
[2026-01-22 02:58:12,018][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769068282000
[2026-01-22 02:58:12,316][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 02:58:12,641][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769068282000
[2026-01-22 02:58:12,642][INFO] no token updates, total=16
[2026-01-22 02:59:12,952][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769068282000
[2026-01-22 02:59:13,275][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 02:59:13,561][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769068282000
[2026-01-22 02:59:13,561][INFO] no token updates, total=16
[2026-01-22 03:00:13,854][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769068282000
[2026-01-22 03:00:14,177][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 03:00:14,520][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769068282000
[2026-01-22 03:00:14,521][INFO] no token updates, total=16
[2026-01-22 03:01:14,881][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769068282000
[2026-01-22 03:01:15,186][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 03:01:15,480][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769068282000
[2026-01-22 03:01:15,480][INFO] no token updates, total=16
[2026-01-22 03:02:15,844][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769068282000
[2026-01-22 03:02:16,168][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 03:02:16,509][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769068282000
[2026-01-22 03:02:16,510][INFO] no token updates, total=16
[2026-01-22 03:03:16,840][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769068282000
[2026-01-22 03:03:17,165][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 03:03:17,467][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769068282000
[2026-01-22 03:03:17,467][INFO] no token updates, total=16
[2026-01-22 03:04:17,761][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769068282000
[2026-01-22 03:04:18,075][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 03:04:18,407][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769068282000
[2026-01-22 03:04:18,407][INFO] no token updates, total=16
[2026-01-22 03:05:18,709][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769068282000
[2026-01-22 03:05:19,006][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 03:05:19,312][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769068282000
[2026-01-22 03:05:19,312][INFO] no token updates, total=16
[2026-01-22 03:06:19,660][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769068282000
[2026-01-22 03:06:19,972][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 03:06:20,232][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769068282000
[2026-01-22 03:06:20,232][INFO] no token updates, total=16
[2026-01-22 03:07:20,541][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769068282000
[2026-01-22 03:07:20,862][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 03:07:21,122][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769068282000
[2026-01-22 03:07:21,122][INFO] no token updates, total=16
[2026-01-22 03:08:21,428][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=2 normalized=1 since_ms=1769068282000
[2026-01-22 03:08:21,709][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 03:08:22,006][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769069262000
[2026-01-22 03:08:22,008][INFO] tokens output updated: /home/trader/polymarket_api/POLYMARKET_MAKER_copytrade_v2/copytrade/tokens_from_copytrade.json (total=17)
[2026-01-22 03:09:22,324][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769069262000
[2026-01-22 03:09:22,612][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 03:09:22,867][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769069262000
[2026-01-22 03:09:22,867][INFO] no token updates, total=17
[2026-01-22 03:10:23,174][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769069262000
[2026-01-22 03:10:23,494][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 03:10:23,785][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769069262000
[2026-01-22 03:10:23,785][INFO] no token updates, total=17
[2026-01-22 03:11:24,085][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=2 normalized=1 since_ms=1769069262000
[2026-01-22 03:11:24,381][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 03:11:24,673][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769069442000
[2026-01-22 03:11:24,674][INFO] tokens output updated: /home/trader/polymarket_api/POLYMARKET_MAKER_copytrade_v2/copytrade/tokens_from_copytrade.json (total=17)
[2026-01-22 03:12:24,976][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769069442000
[2026-01-22 03:12:25,286][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 03:12:25,600][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769069442000
[2026-01-22 03:12:25,600][INFO] no token updates, total=17
[2026-01-22 03:13:25,899][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769069442000
[2026-01-22 03:13:26,200][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 03:13:26,510][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769069442000
[2026-01-22 03:13:26,510][INFO] no token updates, total=17
[2026-01-22 03:14:26,826][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=2 normalized=1 since_ms=1769069442000
[2026-01-22 03:14:27,120][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 03:14:27,423][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769069658000
[2026-01-22 03:14:27,424][INFO] tokens output updated: /home/trader/polymarket_api/POLYMARKET_MAKER_copytrade_v2/copytrade/tokens_from_copytrade.json (total=17)
[2026-01-22 03:15:27,720][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=2 normalized=1 since_ms=1769069658000
[2026-01-22 03:15:28,042][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 03:15:28,352][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769069716000
[2026-01-22 03:15:28,352][INFO] tokens output updated: /home/trader/polymarket_api/POLYMARKET_MAKER_copytrade_v2/copytrade/tokens_from_copytrade.json (total=17)
[2026-01-22 03:16:28,672][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=2 normalized=1 since_ms=1769069716000
[2026-01-22 03:16:28,981][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 03:16:29,287][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769069776000
[2026-01-22 03:16:29,288][INFO] tokens output updated: /home/trader/polymarket_api/POLYMARKET_MAKER_copytrade_v2/copytrade/tokens_from_copytrade.json (total=17)
[2026-01-22 03:17:29,596][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=2 normalized=1 since_ms=1769069776000
[2026-01-22 03:17:29,898][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 03:17:30,214][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769069844000
[2026-01-22 03:17:30,215][INFO] tokens output updated: /home/trader/polymarket_api/POLYMARKET_MAKER_copytrade_v2/copytrade/tokens_from_copytrade.json (total=17)
[2026-01-22 03:18:30,518][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=9 normalized=7 since_ms=1769069844000
[2026-01-22 03:18:30,805][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 03:18:31,104][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=2 normalized=0 since_ms=1769069894000
[2026-01-22 03:18:31,105][INFO] tokens output updated: /home/trader/polymarket_api/POLYMARKET_MAKER_copytrade_v2/copytrade/tokens_from_copytrade.json (total=17)
[2026-01-22 03:19:31,423][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=3 normalized=1 since_ms=1769069894000
[2026-01-22 03:19:31,722][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 03:19:32,023][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769069936000
[2026-01-22 03:19:32,024][INFO] tokens output updated: /home/trader/polymarket_api/POLYMARKET_MAKER_copytrade_v2/copytrade/tokens_from_copytrade.json (total=17)
[2026-01-22 03:20:32,339][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=5 normalized=4 since_ms=1769069936000
[2026-01-22 03:20:32,664][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 03:20:32,973][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=2 normalized=1 since_ms=1769070018000
[2026-01-22 03:20:32,974][INFO] tokens output updated: /home/trader/polymarket_api/POLYMARKET_MAKER_copytrade_v2/copytrade/tokens_from_copytrade.json (total=17)
[2026-01-22 03:21:33,302][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769070030000
[2026-01-22 03:21:33,622][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 03:21:33,920][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769070030000
[2026-01-22 03:21:33,921][INFO] no token updates, total=17
[2026-01-22 03:22:34,230][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=2 normalized=1 since_ms=1769070030000
[2026-01-22 03:22:34,522][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 03:22:34,907][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769070146000
[2026-01-22 03:22:34,908][INFO] tokens output updated: /home/trader/polymarket_api/POLYMARKET_MAKER_copytrade_v2/copytrade/tokens_from_copytrade.json (total=17)
[2026-01-22 03:23:35,231][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=3 normalized=0 since_ms=1769070146000
[2026-01-22 03:23:35,536][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 03:23:35,830][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=3 normalized=0 since_ms=1769070146000
[2026-01-22 03:23:35,830][INFO] no token updates, total=17
[2026-01-22 03:24:36,165][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=4 normalized=1 since_ms=1769070146000
[2026-01-22 03:24:36,470][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 03:24:36,793][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769070232000
[2026-01-22 03:24:36,794][INFO] tokens output updated: /home/trader/polymarket_api/POLYMARKET_MAKER_copytrade_v2/copytrade/tokens_from_copytrade.json (total=17)
[2026-01-22 03:25:37,095][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769070232000
[2026-01-22 03:25:37,381][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 03:25:37,678][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769070232000
[2026-01-22 03:25:37,678][INFO] no token updates, total=17
[2026-01-22 03:26:37,983][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=2 normalized=1 since_ms=1769070232000
[2026-01-22 03:26:38,287][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 03:26:38,592][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769070366000
[2026-01-22 03:26:38,594][INFO] tokens output updated: /home/trader/polymarket_api/POLYMARKET_MAKER_copytrade_v2/copytrade/tokens_from_copytrade.json (total=17)
[2026-01-22 03:27:38,908][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769070366000
[2026-01-22 03:27:39,196][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 03:27:39,511][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769070366000
[2026-01-22 03:27:39,511][INFO] no token updates, total=17
[2026-01-22 03:28:39,848][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769070366000
[2026-01-22 03:28:40,156][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 03:28:40,471][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769070366000
[2026-01-22 03:28:40,471][INFO] no token updates, total=17
[2026-01-22 03:29:40,791][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=2 normalized=1 since_ms=1769070366000
[2026-01-22 03:29:41,090][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 03:29:41,399][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769070570000
[2026-01-22 03:29:41,401][INFO] tokens output updated: /home/trader/polymarket_api/POLYMARKET_MAKER_copytrade_v2/copytrade/tokens_from_copytrade.json (total=17)
[2026-01-22 03:30:41,717][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=3 normalized=2 since_ms=1769070570000
[2026-01-22 03:30:42,023][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 03:30:42,336][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769070626000
[2026-01-22 03:30:42,337][INFO] tokens output updated: /home/trader/polymarket_api/POLYMARKET_MAKER_copytrade_v2/copytrade/tokens_from_copytrade.json (total=17)
[2026-01-22 03:31:42,641][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=4 normalized=2 since_ms=1769070626000
[2026-01-22 03:31:42,966][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769065624000
[2026-01-22 03:31:43,281][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=2 normalized=0 since_ms=1769070658000
[2026-01-22 03:31:43,281][INFO] tokens output updated: /home/trader/polymarket_api/POLYMARKET_MAKER_copytrade_v2/copytrade/tokens_from_copytrade.json (total=17)
[2026-01-22 03:32:43,584][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=2 normalized=0 since_ms=1769070658000
[2026-01-22 03:32:43,900][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=4 normalized=3 since_ms=1769065624000
[2026-01-22 03:32:44,161][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=2 normalized=0 since_ms=1769070658000
[2026-01-22 03:32:44,163][INFO] tokens output updated: /home/trader/polymarket_api/POLYMARKET_MAKER_copytrade_v2/copytrade/tokens_from_copytrade.json (total=18)
[2026-01-22 03:33:44,462][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=4 normalized=0 since_ms=1769070658000
[2026-01-22 03:33:44,759][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769070738000
[2026-01-22 03:33:45,007][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=4 normalized=0 since_ms=1769070658000
[2026-01-22 03:33:45,007][INFO] no token updates, total=18
[2026-01-22 03:34:45,321][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=4 normalized=0 since_ms=1769070658000
[2026-01-22 03:34:45,626][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769070738000
[2026-01-22 03:34:45,884][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=4 normalized=0 since_ms=1769070658000
[2026-01-22 03:34:45,884][INFO] no token updates, total=18
[2026-01-22 03:35:46,188][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=6 normalized=2 since_ms=1769070658000
[2026-01-22 03:35:46,473][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769070738000
[2026-01-22 03:35:46,781][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769070918000
[2026-01-22 03:35:46,782][INFO] tokens output updated: /home/trader/polymarket_api/POLYMARKET_MAKER_copytrade_v2/copytrade/tokens_from_copytrade.json (total=18)
[2026-01-22 03:36:47,120][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769070918000
[2026-01-22 03:36:47,404][INFO] account=0x9ca119b8cd7bdb890aecf1ff3b0f6e3a45cc13b5 trades=1 normalized=0 since_ms=1769070738000
[2026-01-22 03:36:47,694][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769070918000
[2026-01-22 03:36:47,694][INFO] no token updates, total=18
[2026-01-22 03:37:48,031][INFO] account=0x96489abcb9f583d6835c8ef95ffc923d05a86825 trades=1 normalized=0 since_ms=1769070918000
